time,relative_humidity_2m,temperature_2m,wind_speed_10m,dew_yield
2022-05-01 23:00:00,46.0,22.5,8.7,0.0
2022-05-02 00:00:00,42.0,22.6,9.3,0.0
2022-05-02 01:00:00,39.0,23.4,15.5,0.0
2022-05-02 02:00:00,44.0,22.5,16.5,0.0
2022-05-02 03:00:00,47.0,22.5,16.1,0.0
2022-05-02 22:00:00,39.0,24.0,11.0,0.0
2022-05-02 23:00:00,42.0,23.3,11.0,0.0
2022-05-03 00:00:00,49.0,22.1,9.9,0.0
2022-05-03 01:00:00,53.0,21.2,10.0,0.0
2022-05-03 02:00:00,56.0,20.2,9.4,0.0
2022-05-03 03:00:00,54.0,20.7,7.9,0.0
2022-05-03 22:00:00,31.0,26.5,16.3,0.0
2022-05-03 23:00:00,32.0,25.9,13.7,0.0
2022-05-04 00:00:00,35.0,24.8,13.4,0.0
2022-05-04 01:00:00,36.0,24.1,11.5,0.0
2022-05-04 02:00:00,37.0,23.7,13.7,0.0
2022-05-04 03:00:00,37.0,24.2,15.9,0.0
2022-05-04 22:00:00,17.0,27.0,8.9,0.0
2022-05-04 23:00:00,18.0,27.2,14.1,0.0
2022-05-05 00:00:00,19.0,27.1,14.5,0.0
2022-05-05 01:00:00,18.0,26.9,7.5,0.0
2022-05-05 02:00:00,20.0,25.8,10.1,0.0
2022-05-05 03:00:00,28.0,25.4,14.3,0.0
2022-05-05 22:00:00,33.0,24.8,9.4,0.0
2022-05-05 23:00:00,38.0,23.5,8.4,0.0
2022-05-06 00:00:00,42.0,22.7,6.0,0.0
2022-05-06 01:00:00,50.0,21.0,8.0,0.0
2022-05-06 02:00:00,56.0,20.5,5.9,0.0
2022-05-06 03:00:00,57.0,20.6,6.0,0.0
2022-05-06 22:00:00,30.0,22.8,10.0,0.0
2022-05-06 23:00:00,36.0,21.6,8.7,0.0
2022-05-07 00:00:00,36.0,19.8,7.8,0.0
2022-05-07 01:00:00,39.0,19.2,8.1,0.0
2022-05-07 02:00:00,37.0,19.9,5.3,0.0
2022-05-07 03:00:00,39.0,20.1,3.9,0.0
2022-05-07 22:00:00,37.0,20.8,9.5,0.0
2022-05-07 23:00:00,39.0,19.6,8.1,0.0
2022-05-08 00:00:00,44.0,18.6,8.8,0.0
2022-05-08 01:00:00,47.0,17.8,9.4,0.0
2022-05-08 02:00:00,51.0,16.8,9.1,0.0
2022-05-08 03:00:00,49.0,17.6,9.2,0.0
2022-05-08 22:00:00,31.0,21.8,11.7,0.0
2022-05-08 23:00:00,33.0,20.9,11.8,0.0
2022-05-09 00:00:00,38.0,20.1,13.0,0.0
2022-05-09 01:00:00,42.0,18.9,13.7,0.0
2022-05-09 02:00:00,47.0,17.8,12.5,0.0
2022-05-09 03:00:00,49.0,18.0,10.7,0.0
2022-05-09 22:00:00,32.0,22.5,10.5,0.0
2022-05-09 23:00:00,34.0,21.6,10.5,0.0
2022-05-10 00:00:00,38.0,20.7,10.4,0.0
2022-05-10 01:00:00,38.0,19.5,11.5,0.0
2022-05-10 02:00:00,39.0,18.9,11.0,0.0
2022-05-10 03:00:00,35.0,20.3,11.9,0.0
2022-05-10 22:00:00,22.0,26.3,22.4,0.0
2022-05-10 23:00:00,23.0,25.4,18.3,0.0
2022-05-11 00:00:00,30.0,23.0,13.5,0.0
2022-05-11 01:00:00,31.0,22.7,11.9,0.0
2022-05-11 02:00:00,32.0,22.2,12.1,0.0
2022-05-11 03:00:00,30.0,22.9,11.7,0.0
2022-05-11 22:00:00,20.0,25.0,14.9,0.0
2022-05-11 23:00:00,21.0,24.3,13.2,0.0
2022-05-12 00:00:00,25.0,23.0,12.6,0.0
2022-05-12 01:00:00,29.0,21.3,10.2,0.0
2022-05-12 02:00:00,30.0,21.6,6.0,0.0
2022-05-12 03:00:00,28.0,23.3,1.0,0.0
2022-05-12 22:00:00,18.0,26.8,25.2,0.0
2022-05-12 23:00:00,20.0,26.0,23.9,0.0
2022-05-13 00:00:00,24.0,24.5,22.9,0.0
2022-05-13 01:00:00,27.0,22.9,21.6,0.0
2022-05-13 02:00:00,29.0,22.1,20.1,0.0
2022-05-13 03:00:00,30.0,22.1,19.8,0.0
2022-05-13 22:00:00,19.0,24.7,27.0,0.0
2022-05-13 23:00:00,25.0,23.9,26.9,0.0
2022-05-14 00:00:00,29.0,22.5,24.5,0.0
2022-05-14 01:00:00,34.0,21.2,24.2,0.0
2022-05-14 02:00:00,36.0,20.7,23.3,0.0
2022-05-14 03:00:00,36.0,20.9,21.8,0.0
2022-05-14 22:00:00,13.0,27.7,29.5,0.0
2022-05-14 23:00:00,14.0,27.2,30.0,0.0
2022-05-15 00:00:00,17.0,26.4,27.3,0.0
2022-05-15 01:00:00,20.0,25.4,28.6,0.0
2022-05-15 02:00:00,21.0,25.2,29.2,0.0
2022-05-15 03:00:00,20.0,26.1,27.9,0.0
2022-05-15 22:00:00,15.0,33.4,2.3,0.0
2022-05-15 23:00:00,19.0,30.3,6.8,0.0
2022-05-16 00:00:00,19.0,30.9,1.3,0.0
2022-05-16 01:00:00,26.0,25.6,10.2,0.0
2022-05-16 02:00:00,25.0,25.4,13.5,0.0
2022-05-16 03:00:00,24.0,27.3,22.0,0.0
2022-05-16 22:00:00,33.0,25.3,19.5,0.0
2022-05-16 23:00:00,34.0,24.9,18.5,0.0
2022-05-17 00:00:00,37.0,24.3,18.6,0.0
2022-05-17 01:00:00,39.0,23.8,17.8,0.0
2022-05-17 02:00:00,41.0,23.1,17.6,0.0
2022-05-17 03:00:00,41.0,23.4,16.4,0.0
2022-05-17 22:00:00,27.0,26.9,13.4,0.0
2022-05-17 23:00:00,29.0,25.9,13.8,0.0
2022-05-18 00:00:00,33.0,25.3,17.3,0.0
2022-05-18 01:00:00,36.0,23.7,11.3,0.0
2022-05-18 02:00:00,38.0,22.7,10.6,0.0
2022-05-18 03:00:00,37.0,23.3,10.9,0.0
2022-05-18 22:00:00,21.0,26.7,9.0,0.0
2022-05-18 23:00:00,23.0,26.1,11.2,0.0
2022-05-19 00:00:00,29.0,25.4,12.5,0.0
2022-05-19 01:00:00,30.0,24.6,13.9,0.0
2022-05-19 02:00:00,32.0,24.1,13.4,0.0
2022-05-19 03:00:00,31.0,24.9,9.8,0.0
2022-05-19 22:00:00,19.0,30.1,13.7,0.0
2022-05-19 23:00:00,20.0,29.3,12.9,0.0
2022-05-20 00:00:00,23.0,28.4,12.0,0.0
2022-05-20 01:00:00,23.0,27.6,11.2,0.0
2022-05-20 02:00:00,24.0,26.5,9.6,0.0
2022-05-20 03:00:00,21.0,28.0,9.0,0.0
2022-05-20 22:00:00,15.0,30.6,25.6,0.0
2022-05-20 23:00:00,17.0,29.6,26.5,0.0
2022-05-21 00:00:00,20.0,28.2,27.4,0.0
2022-05-21 01:00:00,22.0,27.2,26.4,0.0
2022-05-21 02:00:00,23.0,26.3,28.3,0.0
2022-05-21 03:00:00,23.0,26.4,28.3,0.0
2022-05-21 22:00:00,12.0,26.5,18.5,0.0
2022-05-21 23:00:00,12.0,25.8,18.8,0.0
2022-05-22 00:00:00,16.0,23.9,19.1,0.0
2022-05-22 01:00:00,17.0,23.4,19.9,0.0
2022-05-22 02:00:00,18.0,22.9,19.9,0.0
2022-05-22 03:00:00,18.0,23.4,19.6,0.0
2022-05-22 22:00:00,12.0,28.9,10.5,0.0
2022-05-22 23:00:00,15.0,27.3,8.0,0.0
2022-05-23 00:00:00,19.0,26.3,6.0,0.0
2022-05-23 01:00:00,15.0,28.0,3.2,0.0
2022-05-23 02:00:00,15.0,27.8,3.7,0.0
2022-05-23 03:00:00,18.0,25.9,9.8,0.0
2022-05-23 22:00:00,31.0,24.6,11.6,0.0
2022-05-23 23:00:00,34.0,23.5,10.8,0.0
2022-05-24 00:00:00,37.0,22.7,11.1,0.0
2022-05-24 01:00:00,40.0,22.0,10.5,0.0
2022-05-24 02:00:00,43.0,21.3,11.1,0.0
2022-05-24 03:00:00,41.0,22.2,10.1,0.0
2022-05-24 22:00:00,27.0,25.7,10.5,0.0
2022-05-24 23:00:00,29.0,25.0,11.2,0.0
2022-05-25 00:00:00,35.0,24.2,11.9,0.0
2022-05-25 01:00:00,42.0,22.5,10.9,0.0
2022-05-25 02:00:00,46.0,21.4,10.1,0.0
2022-05-25 03:00:00,40.0,23.3,10.5,0.0
2022-05-25 22:00:00,22.0,28.2,19.8,0.0
2022-05-25 23:00:00,22.0,27.2,20.8,0.0
2022-05-26 00:00:00,23.0,26.6,21.8,0.0
2022-05-26 01:00:00,23.0,25.3,20.9,0.0
2022-05-26 02:00:00,23.0,24.2,17.3,0.0
2022-05-26 03:00:00,21.0,24.6,16.1,0.0
2022-05-26 22:00:00,14.0,26.1,20.8,0.0
2022-05-26 23:00:00,15.0,25.2,20.7,0.0
2022-05-27 00:00:00,17.0,24.1,19.3,0.0
2022-05-27 01:00:00,20.0,22.6,18.6,0.0
2022-05-27 02:00:00,21.0,22.0,19.0,0.0
2022-05-27 03:00:00,20.0,22.9,19.3,0.0
2022-05-27 22:00:00,14.0,28.0,14.8,0.0
2022-05-27 23:00:00,15.0,26.5,13.8,0.0
2022-05-28 00:00:00,21.0,24.5,13.3,0.0
2022-05-28 01:00:00,22.0,23.3,13.8,0.0
2022-05-28 02:00:00,24.0,22.5,14.2,0.0
2022-05-28 03:00:00,22.0,23.5,12.6,0.0
2022-05-28 22:00:00,12.0,28.0,12.8,0.0
2022-05-28 23:00:00,15.0,25.5,9.7,0.0
2022-05-29 00:00:00,18.0,25.1,13.4,0.0
2022-05-29 01:00:00,22.0,23.7,14.0,0.0
2022-05-29 02:00:00,23.0,22.9,13.3,0.0
2022-05-29 03:00:00,22.0,24.1,14.8,0.0
2022-05-29 22:00:00,13.0,31.7,18.8,0.0
2022-05-29 23:00:00,14.0,30.9,18.3,0.0
2022-05-30 00:00:00,20.0,28.4,19.0,0.0
2022-05-30 01:00:00,21.0,27.5,19.0,0.0
2022-05-30 02:00:00,22.0,27.2,20.0,0.0
2022-05-30 03:00:00,21.0,28.1,19.2,0.0
2022-05-30 22:00:00,11.0,33.3,26.5,0.0
2022-05-30 23:00:00,12.0,32.7,26.6,0.0
2022-05-31 00:00:00,15.0,31.1,22.1,0.0
2022-05-31 01:00:00,16.0,30.0,22.2,0.0
2022-05-31 02:00:00,18.0,29.3,21.7,0.0
2022-05-31 03:00:00,19.0,30.6,20.5,0.0
2022-05-31 22:00:00,12.0,32.2,15.1,0.0
2022-05-31 23:00:00,13.0,31.0,14.8,0.0
2022-06-01 00:00:00,16.0,29.2,15.3,0.0
2022-06-01 01:00:00,17.0,28.3,15.6,0.0
2022-06-01 02:00:00,17.0,28.2,15.9,0.0
2022-06-01 03:00:00,17.0,28.2,8.4,0.0
2022-06-01 22:00:00,14.0,32.4,11.6,0.0
2022-06-01 23:00:00,18.0,30.4,9.4,0.0
2022-06-02 00:00:00,21.0,29.2,10.2,0.0
2022-06-02 01:00:00,21.0,28.2,11.9,0.0
2022-06-02 02:00:00,22.0,27.0,10.2,0.0
2022-06-02 03:00:00,22.0,28.3,8.2,0.0
2022-06-02 22:00:00,15.0,33.4,5.6,0.0
2022-06-02 23:00:00,14.0,33.4,4.7,0.0
2022-06-03 00:00:00,19.0,29.4,9.9,0.0
2022-06-03 01:00:00,23.0,28.0,11.8,0.0
2022-06-03 02:00:00,26.0,26.6,10.4,0.0
2022-06-03 03:00:00,26.0,28.1,8.4,0.0
2022-06-03 22:00:00,9.0,34.9,6.5,0.0
2022-06-03 23:00:00,10.0,34.5,6.3,0.0
2022-06-04 00:00:00,19.0,30.2,10.5,0.0
2022-06-04 01:00:00,21.0,28.7,9.4,0.0
2022-06-04 02:00:00,22.0,27.8,9.2,0.0
2022-06-04 03:00:00,18.0,30.9,3.6,0.0
2022-06-04 22:00:00,11.0,37.2,12.7,0.0
2022-06-04 23:00:00,11.0,36.4,12.5,0.0
2022-06-05 00:00:00,13.0,34.4,14.0,0.0
2022-06-05 01:00:00,15.0,32.5,12.7,0.0
2022-06-05 02:00:00,17.0,31.3,12.5,0.0
2022-06-05 03:00:00,16.0,32.5,11.0,0.0
2022-06-05 22:00:00,14.0,37.6,20.2,0.0
2022-06-05 23:00:00,13.0,37.4,23.4,0.0
2022-06-06 00:00:00,16.0,34.9,13.2,0.0
2022-06-06 01:00:00,19.0,32.8,9.0,0.0
2022-06-06 02:00:00,21.0,31.7,7.3,0.0
2022-06-06 03:00:00,20.0,32.8,7.6,0.0
2022-06-06 22:00:00,14.0,35.8,15.3,0.0
2022-06-06 23:00:00,16.0,34.4,13.4,0.0
2022-06-07 00:00:00,17.0,33.5,15.3,0.0
2022-06-07 01:00:00,18.0,33.2,18.2,0.0
2022-06-07 02:00:00,19.0,32.4,18.2,0.0
2022-06-07 03:00:00,19.0,33.0,17.9,0.0
2022-06-07 22:00:00,14.0,35.5,24.1,0.0
2022-06-07 23:00:00,14.0,34.6,24.8,0.0
2022-06-08 00:00:00,15.0,33.7,22.3,0.0
2022-06-08 01:00:00,16.0,33.1,22.3,0.0
2022-06-08 02:00:00,17.0,32.5,20.5,0.0
2022-06-08 03:00:00,16.0,33.2,18.6,0.0
2022-06-08 22:00:00,15.0,33.8,19.8,0.0
2022-06-08 23:00:00,16.0,33.3,21.1,0.0
2022-06-09 00:00:00,18.0,32.4,16.6,0.0
2022-06-09 01:00:00,21.0,30.9,14.4,0.0
2022-06-09 02:00:00,21.0,29.9,12.9,0.0
2022-06-09 03:00:00,20.0,30.8,11.5,0.0
2022-06-09 22:00:00,16.0,34.1,27.4,0.0
2022-06-09 23:00:00,16.0,32.9,24.8,0.0
2022-06-10 00:00:00,20.0,31.9,23.8,0.0
2022-06-10 01:00:00,23.0,30.4,23.2,0.0
2022-06-10 02:00:00,24.0,29.6,21.2,0.0
2022-06-10 03:00:00,22.0,30.0,19.7,0.0
2022-06-10 22:00:00,15.0,32.0,23.3,0.0
2022-06-10 23:00:00,15.0,31.2,24.1,0.0
2022-06-11 00:00:00,22.0,28.6,15.9,0.0
2022-06-11 01:00:00,25.0,26.7,15.4,0.0
2022-06-11 02:00:00,26.0,26.0,16.3,0.0
2022-06-11 03:00:00,25.0,27.1,19.0,0.0
2022-06-11 22:00:00,15.0,33.1,24.7,0.0
2022-06-11 23:00:00,16.0,32.3,24.5,0.0
2022-06-12 00:00:00,21.0,30.6,24.2,0.0
2022-06-12 01:00:00,24.0,28.8,22.6,0.0
2022-06-12 02:00:00,26.0,28.2,21.9,0.0
2022-06-12 03:00:00,24.0,29.0,21.4,0.0
2022-06-12 22:00:00,15.0,35.1,19.3,0.0
2022-06-12 23:00:00,16.0,34.0,15.9,0.0
2022-06-13 00:00:00,23.0,29.7,9.1,0.0
2022-06-13 01:00:00,23.0,29.5,19.2,0.0
2022-06-13 02:00:00,22.0,29.1,14.0,0.0
2022-06-13 03:00:00,21.0,30.3,13.6,0.0
2022-06-13 22:00:00,25.0,31.9,23.9,0.0
2022-06-13 23:00:00,25.0,31.4,22.0,0.0
2022-06-14 00:00:00,28.0,30.4,20.2,0.0
2022-06-14 01:00:00,30.0,29.4,18.0,0.0
2022-06-14 02:00:00,30.0,29.5,18.4,0.0
2022-06-14 03:00:00,26.0,30.7,17.7,0.0
2022-06-14 22:00:00,22.0,32.6,16.4,0.0
2022-06-14 23:00:00,23.0,31.9,17.9,0.0
2022-06-15 00:00:00,26.0,31.1,19.9,0.0
2022-06-15 01:00:00,27.0,30.5,19.6,0.0
2022-06-15 02:00:00,27.0,30.5,20.2,0.0
2022-06-15 03:00:00,25.0,31.6,18.1,0.0
2022-06-15 22:00:00,15.0,32.8,22.9,0.0
2022-06-15 23:00:00,17.0,31.8,21.8,0.0
2022-06-16 00:00:00,20.0,30.1,20.6,0.0
2022-06-16 01:00:00,21.0,29.2,20.8,0.0
2022-06-16 02:00:00,22.0,29.2,22.8,0.0
2022-06-16 03:00:00,21.0,30.2,23.0,0.0
2022-06-16 22:00:00,17.0,33.1,26.9,0.0
2022-06-16 23:00:00,21.0,32.1,27.1,0.0
2022-06-17 00:00:00,23.0,30.5,26.0,0.0
2022-06-17 01:00:00,24.0,29.6,26.7,0.0
2022-06-17 02:00:00,22.0,29.5,28.3,0.0
2022-06-17 03:00:00,20.0,30.9,30.8,0.0
2022-06-17 22:00:00,11.0,36.0,32.4,0.0
2022-06-17 23:00:00,12.0,34.8,31.0,0.0
2022-06-18 00:00:00,14.0,33.4,31.0,0.0
2022-06-18 01:00:00,15.0,32.5,32.3,0.0
2022-06-18 02:00:00,14.0,32.4,32.6,0.0
2022-06-18 03:00:00,14.0,33.1,32.6,0.0
2022-06-18 22:00:00,13.0,37.8,21.4,0.0
2022-06-18 23:00:00,14.0,36.8,23.3,0.0
2022-06-19 00:00:00,18.0,33.9,22.7,0.0
2022-06-19 01:00:00,19.0,32.5,21.7,0.0
2022-06-19 02:00:00,19.0,32.2,20.4,0.0
2022-06-19 03:00:00,18.0,33.3,19.1,0.0
2022-06-19 22:00:00,13.0,37.3,14.0,0.0
2022-06-19 23:00:00,14.0,36.8,15.8,0.0
2022-06-20 00:00:00,15.0,35.3,14.7,0.0
2022-06-20 01:00:00,16.0,34.5,17.0,0.0
2022-06-20 02:00:00,18.0,33.5,20.2,0.0
2022-06-20 03:00:00,17.0,34.6,18.5,0.0
2022-06-20 22:00:00,13.0,38.4,27.5,0.0
2022-06-20 23:00:00,14.0,37.3,28.3,0.0
2022-06-21 00:00:00,18.0,35.4,26.7,0.0
2022-06-21 01:00:00,19.0,34.3,26.2,0.0
2022-06-21 02:00:00,20.0,33.4,25.3,0.0
2022-06-21 03:00:00,20.0,33.7,24.7,0.0
2022-06-21 22:00:00,17.0,33.6,23.1,0.0
2022-06-21 23:00:00,18.0,32.6,23.4,0.0
2022-06-22 00:00:00,24.0,30.7,19.4,0.0
2022-06-22 01:00:00,26.0,29.5,19.3,0.0
2022-06-22 02:00:00,27.0,28.7,16.7,0.0
2022-06-22 03:00:00,26.0,29.3,14.9,0.0
2022-06-22 22:00:00,35.0,27.9,8.3,0.0
2022-06-22 23:00:00,38.0,27.1,7.5,0.0
2022-06-23 00:00:00,40.0,26.1,8.6,0.0
2022-06-23 01:00:00,43.0,25.2,6.6,0.0
2022-06-23 02:00:00,47.0,24.8,5.6,0.0
2022-06-23 03:00:00,44.0,26.3,3.2,0.0
2022-06-23 22:00:00,20.0,33.3,4.2,0.0
2022-06-23 23:00:00,23.0,31.4,10.2,0.0
2022-06-24 00:00:00,28.0,29.1,9.2,0.0
2022-06-24 01:00:00,31.0,28.3,10.8,0.0
2022-06-24 02:00:00,39.0,26.9,9.0,0.0
2022-06-24 03:00:00,43.0,28.0,6.3,0.0
2022-06-24 22:00:00,20.0,32.9,10.1,0.0
2022-06-24 23:00:00,22.0,31.6,10.0,0.0
2022-06-25 00:00:00,29.0,30.0,10.9,0.0
2022-06-25 01:00:00,32.0,28.6,11.6,0.0
2022-06-25 02:00:00,31.0,28.1,11.7,0.0
2022-06-25 03:00:00,27.0,29.9,11.9,0.0
2022-06-25 22:00:00,15.0,36.2,17.0,0.0
2022-06-25 23:00:00,15.0,36.4,31.4,0.0
2022-06-26 00:00:00,23.0,32.5,29.3,0.0
2022-06-26 01:00:00,24.0,31.6,23.2,0.0
2022-06-26 02:00:00,26.0,30.7,21.8,0.0
2022-06-26 03:00:00,27.0,30.8,19.9,0.0
2022-06-26 22:00:00,28.0,30.9,15.0,0.0
2022-06-26 23:00:00,28.0,30.1,15.0,0.0
2022-06-27 00:00:00,25.0,30.0,19.8,0.0
2022-06-27 01:00:00,26.0,29.3,19.0,0.0
2022-06-27 02:00:00,28.0,28.3,16.9,0.0
2022-06-27 03:00:00,29.0,28.7,15.8,0.0
2022-06-27 22:00:00,21.0,32.1,21.1,0.0
2022-06-27 23:00:00,23.0,31.2,21.7,0.0
2022-06-28 00:00:00,26.0,30.0,22.7,0.0
2022-06-28 01:00:00,29.0,29.0,23.2,0.0
2022-06-28 02:00:00,29.0,28.4,23.5,0.0
2022-06-28 03:00:00,27.0,29.1,24.4,0.0
2022-06-28 22:00:00,16.0,32.8,31.4,0.0
2022-06-28 23:00:00,16.0,32.3,30.4,0.0
2022-06-29 00:00:00,21.0,30.0,28.1,0.0
2022-06-29 01:00:00,21.0,29.0,26.4,0.0
2022-06-29 02:00:00,21.0,28.9,26.6,0.0
2022-06-29 03:00:00,20.0,30.1,25.9,0.0
2022-06-29 22:00:00,15.0,34.9,31.1,0.0
2022-06-29 23:00:00,16.0,34.1,30.4,0.0
2022-06-30 00:00:00,16.0,33.2,29.7,0.0
2022-06-30 01:00:00,16.0,32.0,29.7,0.0
2022-06-30 02:00:00,15.0,31.5,29.3,0.0
2022-06-30 03:00:00,14.0,32.1,28.4,0.0
2022-06-30 22:00:00,12.0,36.4,28.8,0.0
2022-06-30 23:00:00,13.0,35.5,27.5,0.0
2022-07-01 00:00:00,14.0,34.0,28.0,0.0
2022-07-01 01:00:00,16.0,32.3,26.3,0.0
2022-07-01 02:00:00,17.0,31.5,26.0,0.0
2022-07-01 03:00:00,16.0,32.4,26.8,0.0
2022-07-01 22:00:00,15.0,35.8,31.7,0.0
2022-07-01 23:00:00,16.0,35.2,29.8,0.0
2022-07-02 00:00:00,17.0,34.8,30.7,0.0
2022-07-02 01:00:00,18.0,33.6,29.3,0.0
2022-07-02 02:00:00,17.0,32.8,28.7,0.0
2022-07-02 03:00:00,18.0,33.0,28.1,0.0
2022-07-02 22:00:00,22.0,32.9,21.0,0.0
2022-07-02 23:00:00,23.0,32.1,20.9,0.0
2022-07-03 00:00:00,24.0,31.3,21.7,0.0
2022-07-03 01:00:00,26.0,30.9,20.0,0.0
2022-07-03 02:00:00,28.0,29.9,19.7,0.0
2022-07-03 03:00:00,27.0,30.2,20.4,0.0
2022-07-03 22:00:00,17.0,34.9,18.5,0.0
2022-07-03 23:00:00,16.0,34.7,21.4,0.0
2022-07-04 00:00:00,17.0,34.1,28.0,0.0
2022-07-04 01:00:00,19.0,33.3,27.1,0.0
2022-07-04 02:00:00,21.0,32.5,24.8,0.0
2022-07-04 03:00:00,20.0,32.7,23.1,0.0
2022-07-04 22:00:00,16.0,36.5,28.8,0.0
2022-07-04 23:00:00,15.0,35.5,25.4,0.0
2022-07-05 00:00:00,14.0,34.0,23.5,0.0
2022-07-05 01:00:00,15.0,32.6,21.7,0.0
2022-07-05 02:00:00,18.0,31.5,19.9,0.0
2022-07-05 03:00:00,20.0,31.9,21.8,0.0
2022-07-05 22:00:00,14.0,35.8,23.2,0.0
2022-07-05 23:00:00,15.0,34.9,23.8,0.0
2022-07-06 00:00:00,18.0,33.6,23.8,0.0
2022-07-06 01:00:00,19.0,32.8,21.9,0.0
2022-07-06 02:00:00,20.0,32.0,18.9,0.0
2022-07-06 03:00:00,20.0,32.2,17.1,0.0
2022-07-06 22:00:00,15.0,34.8,15.4,0.0
2022-07-06 23:00:00,16.0,34.2,14.9,0.0
2022-07-07 00:00:00,19.0,32.2,13.8,0.0
2022-07-07 01:00:00,22.0,30.1,10.2,0.0
2022-07-07 02:00:00,25.0,28.8,9.2,0.0
2022-07-07 03:00:00,22.0,30.7,11.5,0.0
2022-07-07 22:00:00,15.0,35.6,19.5,0.0
2022-07-07 23:00:00,16.0,35.0,19.8,0.0
2022-07-08 00:00:00,21.0,32.5,16.1,0.0
2022-07-08 01:00:00,24.0,30.9,15.3,0.0
2022-07-08 02:00:00,25.0,30.1,14.3,0.0
2022-07-08 03:00:00,22.0,31.8,17.7,0.0
2022-07-08 22:00:00,18.0,35.4,21.4,0.0
2022-07-08 23:00:00,19.0,34.7,20.5,0.0
2022-07-09 00:00:00,22.0,32.4,16.6,0.0
2022-07-09 01:00:00,23.0,31.7,16.6,0.0
2022-07-09 02:00:00,24.0,31.0,17.5,0.0
2022-07-09 03:00:00,25.0,31.4,17.6,0.0
2022-07-09 22:00:00,13.0,36.4,29.7,0.0
2022-07-09 23:00:00,15.0,35.4,28.0,0.0
2022-07-10 00:00:00,18.0,34.4,27.5,0.0
2022-07-10 01:00:00,21.0,33.0,26.8,0.0
2022-07-10 02:00:00,21.0,32.4,27.0,0.0
2022-07-10 03:00:00,21.0,32.7,28.3,0.0
2022-07-10 22:00:00,17.0,35.0,27.9,0.0
2022-07-10 23:00:00,18.0,34.1,28.2,0.0
2022-07-11 00:00:00,19.0,33.4,28.7,0.0
2022-07-11 01:00:00,20.0,32.5,28.9,0.0
2022-07-11 02:00:00,21.0,31.8,29.4,0.0
2022-07-11 03:00:00,22.0,32.0,29.6,0.0
2022-07-11 22:00:00,20.0,33.6,27.8,0.0
2022-07-11 23:00:00,21.0,32.9,27.2,0.0
2022-07-12 00:00:00,24.0,32.1,28.2,0.0
2022-07-12 01:00:00,26.0,31.0,27.8,0.0
2022-07-12 02:00:00,29.0,30.2,27.5,0.0
2022-07-12 03:00:00,31.0,30.3,27.2,0.0
2022-07-12 22:00:00,17.0,34.7,24.8,0.0
2022-07-12 23:00:00,18.0,34.1,25.0,0.0
2022-07-13 00:00:00,20.0,33.1,24.9,0.0
2022-07-13 01:00:00,23.0,31.7,21.9,0.0
2022-07-13 02:00:00,26.0,30.7,20.6,0.0
2022-07-13 03:00:00,28.0,30.9,21.9,0.0
2022-07-13 22:00:00,14.0,36.3,28.0,0.0
2022-07-13 23:00:00,16.0,35.5,27.8,0.0
2022-07-14 00:00:00,18.0,35.0,31.1,0.0
2022-07-14 01:00:00,20.0,33.7,29.5,0.0
2022-07-14 02:00:00,22.0,32.7,28.0,0.0
2022-07-14 03:00:00,23.0,32.8,29.6,0.0
2022-07-14 22:00:00,13.0,35.6,22.4,0.0
2022-07-14 23:00:00,15.0,34.8,21.1,0.0
2022-07-15 00:00:00,17.0,33.8,20.6,0.0
2022-07-15 01:00:00,19.0,32.2,18.2,0.0
2022-07-15 02:00:00,21.0,31.3,18.4,0.0
2022-07-15 03:00:00,21.0,31.8,20.1,0.0
2022-07-15 22:00:00,15.0,35.2,15.5,0.0
2022-07-15 23:00:00,15.0,34.2,13.7,0.0
2022-07-16 00:00:00,22.0,32.5,17.3,0.0
2022-07-16 01:00:00,23.0,31.7,18.6,0.0
2022-07-16 02:00:00,24.0,31.1,17.5,0.0
2022-07-16 03:00:00,23.0,31.7,18.3,0.0
2022-07-16 22:00:00,16.0,36.1,21.4,0.0
2022-07-16 23:00:00,17.0,35.1,21.4,0.0
2022-07-17 00:00:00,21.0,33.5,20.2,0.0
2022-07-17 01:00:00,24.0,32.3,20.4,0.0
2022-07-17 02:00:00,25.0,31.6,21.7,0.0
2022-07-17 03:00:00,24.0,32.0,22.4,0.0
2022-07-17 22:00:00,14.0,35.2,17.8,0.0
2022-07-17 23:00:00,16.0,34.3,16.9,0.0
2022-07-18 00:00:00,20.0,32.6,16.3,0.0
2022-07-18 01:00:00,23.0,30.9,16.4,0.0
2022-07-18 02:00:00,25.0,30.3,18.0,0.0
2022-07-18 03:00:00,24.0,31.0,19.8,0.0
2022-07-18 22:00:00,16.0,37.3,22.7,0.0
2022-07-18 23:00:00,17.0,36.4,21.2,0.0
2022-07-19 00:00:00,20.0,34.9,22.8,0.0
2022-07-19 01:00:00,22.0,33.6,20.5,0.0
2022-07-19 02:00:00,22.0,32.9,19.7,0.0
2022-07-19 03:00:00,21.0,33.5,20.5,0.0
2022-07-19 22:00:00,12.0,37.8,23.2,0.0
2022-07-19 23:00:00,13.0,36.4,22.5,0.0
2022-07-20 00:00:00,17.0,34.8,21.9,0.0
2022-07-20 01:00:00,18.0,34.2,20.8,0.0
2022-07-20 02:00:00,18.0,33.6,22.7,0.0
2022-07-20 03:00:00,18.0,34.0,23.3,0.0
2022-07-20 22:00:00,14.0,38.2,27.6,0.0
2022-07-20 23:00:00,15.0,37.0,23.7,0.0
